Air,Water
75.25,72.199
74.8332,72.199
74.4168,72.199
74,72.199
73.7395,72.199
73.47925,72.199
73.21875,72.199
72.9165,72.199
72.396,72.199
71.875,72.028
71.354,72.028
70.8335,72.028
70.3125,72.028
69.7915,71.856
69.271,71.856
69,71.856
69,71.856
69,71.856
69,71.856
68.6665,71.856
68.146,71.856
67.625,71.856
67.104,71.683
67.27766667,71.683
67.625,71.683
67.97233333,71.683
68,71.512
68,71.512
68,71.512
